FullGeoName,Year,Travel status,County,Count,Legend,Notes
"AL, Autauga",2010 - 2023,All,01001,1 to 4,1 to 4,"AL, Autauga County"
"AL, Baldwin",2010 - 2023,All,01003,1 to 4,1 to 4,"AL, Baldwin County"
"AL, Chilton",2010 - 2023,All,01021,1 to 4,1 to 4,"AL, Chilton County"
"AL, Elmore",2010 - 2023,All,01051,1 to 4,1 to 4,"AL, Elmore County"
"AL, Franklin",2010 - 2023,All,01059,1 to 4,1 to 4,"AL, Franklin County"
"AL, Lauderdale",2010 - 2023,All,01077,1 to 4,1 to 4,"AL, Lauderdale County"
"AL, Mobile",2010 - 2023,All,01097,1 to 4,1 to 4,"AL, Mobile County"
"AL, Morgan",2010 - 2023,All,01103,1 to 4,1 to 4,"AL, Morgan County"
"AL, Shelby",2010 - 2023,All,01117,1 to 4,1 to 4,"AL, Shelby County"
"AL, Tuscaloosa",2010 - 2023,All,01125,1 to 4,1 to 4,"AL, Tuscaloosa County"
"AK, Fairbanks North Star Borough",2010 - 2023,All,02090,1 to 4,1 to 4,"AK, Fairbanks North Star Borough"
"AK, Matanuska-susitna Borough",2010 - 2023,All,02170,1 to 4,1 to 4,"AK, Matanuska-Susitna Borough"
"AZ, Cochise",2010 - 2023,All,04003,1 to 4,1 to 4,"AZ, Cochise County"
"AZ, Gila",2010 - 2023,All,04007,1 to 4,1 to 4,"AZ, Gila County"
"AZ, Mohave",2010 - 2023,All,04015,1 to 4,1 to 4,"AZ, Mohave County"
"AZ, Santa Cruz",2010 - 2023,All,04023,1 to 4,1 to 4,"AZ, Santa Cruz County"
"AZ, Yavapai",2010 - 2023,All,04025,1 to 4,1 to 4,"AZ, Yavapai County"
"AR, Chicot",2010 - 2023,All,05017,1 to 4,1 to 4,"AR, Chicot County"
"AR, Greene",2010 - 2023,All,05055,1 to 4,1 to 4,"AR, Greene County"
"AR, Madison",2010 - 2023,All,05087,1 to 4,1 to 4,"AR, Madison County"
"AR, Pope",2010 - 2023,All,05115,1 to 4,1 to 4,"AR, Pope County"
"AR, Pulaski",2010 - 2023,All,05119,1 to 4,1 to 4,"AR, Pulaski County"
"AR, Saline",2010 - 2023,All,05125,1 to 4,1 to 4,"AR, Saline County"
"AR, Sebastian",2010 - 2023,All,05131,1 to 4,1 to 4,"AR, Sebastian County"
"AR, Sevier",2010 - 2023,All,05133,1 to 4,1 to 4,"AR, Sevier County"
"AR, Union",2010 - 2023,All,05139,1 to 4,1 to 4,"AR, Union County"
"CA, Amador",2010 - 2023,All,06005,1 to 4,1 to 4,"CA, Amador County"
"CA, Colusa",2010 - 2023,All,06011,1 to 4,1 to 4,"CA, Colusa County"
"CA, Humboldt",2010 - 2023,All,06023,1 to 4,1 to 4,"CA, Humboldt County"
"CA, Imperial",2010 - 2023,All,06025,1 to 4,1 to 4,"CA, Imperial County"
"CA, Kings",2010 - 2023,All,06031,1 to 4,1 to 4,"CA, Kings County"
"CA, Madera",2010 - 2023,All,06039,1 to 4,1 to 4,"CA, Madera County"
"CA, Mendocino",2010 - 2023,All,06045,1 to 4,1 to 4,"CA, Mendocino County"
"CA, Merced",2010 - 2023,All,06047,1 to 4,1 to 4,"CA, Merced County"
"CA, Nevada",2010 - 2023,All,06057,1 to 4,1 to 4,"CA, Nevada County"
"CA, San Benito",2010 - 2023,All,06069,1 to 4,1 to 4,"CA, San Benito County"
"CA, Shasta",2010 - 2023,All,06089,1 to 4,1 to 4,"CA, Shasta County"
"CA, Sutter",2010 - 2023,All,06101,1 to 4,1 to 4,"CA, Sutter County"
"CA, Tehama",2010 - 2023,All,06103,1 to 4,1 to 4,"CA, Tehama County"
"CA, Tuolumne",2010 - 2023,All,06109,1 to 4,1 to 4,"CA, Tuolumne County"
"CA, Yuba",2010 - 2023,All,06115,1 to 4,1 to 4,"CA, Yuba County"
"CO, Adams",2010 - 2023,All,08001,1 to 4,1 to 4,"CO, Adams County"
"CO, Broomfield",2010 - 2023,All,08014,1 to 4,1 to 4,"CO, Broomfield, City and County of"
"CO, Gunnison",2010 - 2023,All,08051,1 to 4,1 to 4,"CO, Gunnison County"
"CO, La Plata",2010 - 2023,All,08067,1 to 4,1 to 4,"CO, La Plata County"
"CO, Mesa",2010 - 2023,All,08077,1 to 4,1 to 4,"CO, Mesa County"
"CO, Pitkin",2010 - 2023,All,08097,1 to 4,1 to 4,"CO, Pitkin County"
"CO, Routt",2010 - 2023,All,08107,1 to 4,1 to 4,"CO, Routt County"
"CO, Summit",2010 - 2023,All,08117,1 to 4,1 to 4,"CO, Summit County"
"CO, Weld",2010 - 2023,All,08123,1 to 4,1 to 4,"CO, Weld County"
"CT, Middlesex",2010 - 2023,All,09007,1 to 4,1 to 4,"CT, Middlesex County"
"CT, Tolland",2010 - 2023,All,09013,1 to 4,1 to 4,"CT, Tolland County"
"CT, Windham",2010 - 2023,All,09015,1 to 4,1 to 4,"CT, Windham County"
"DE, Kent",2010 - 2023,All,10001,1 to 4,1 to 4,"DE, Kent County"
"DE, Sussex",2010 - 2023,All,10005,1 to 4,1 to 4,"DE, Sussex County"
"FL, Bay",2010 - 2023,All,12005,1 to 4,1 to 4,"FL, Bay County"
"FL, Citrus",2010 - 2023,All,12017,1 to 4,1 to 4,"FL, Citrus County"
"FL, Columbia",2010 - 2023,All,12023,1 to 4,1 to 4,"FL, Columbia County"
"FL, De Soto",2010 - 2023,All,12027,1 to 4,1 to 4,"FL, DeSoto County"
"FL, Escambia",2010 - 2023,All,12033,1 to 4,1 to 4,"FL, Escambia County"
"FL, Gulf",2010 - 2023,All,12045,1 to 4,1 to 4,"FL, Gulf County"
"FL, Highlands",2010 - 2023,All,12055,1 to 4,1 to 4,"FL, Highlands County"
"FL, Lafayette",2010 - 2023,All,12067,1 to 4,1 to 4,"FL, Lafayette County"
"FL, Leon",2010 - 2023,All,12073,1 to 4,1 to 4,"FL, Leon County"
"FL, Nassau",2010 - 2023,All,12089,1 to 4,1 to 4,"FL, Nassau County"
"FL, Okaloosa",2010 - 2023,All,12091,1 to 4,1 to 4,"FL, Okaloosa County"
"FL, Putnam",2010 - 2023,All,12107,1 to 4,1 to 4,"FL, Putnam County"
"FL, Santa Rosa",2010 - 2023,All,12113,1 to 4,1 to 4,"FL, Santa Rosa County"
"FL, Suwannee",2010 - 2023,All,12121,1 to 4,1 to 4,"FL, Suwannee County"
"FL, Washington",2010 - 2023,All,12133,1 to 4,1 to 4,"FL, Washington County"
"GA, Baldwin",2010 - 2023,All,13009,1 to 4,1 to 4,"GA, Baldwin County"
"GA, Barrow",2010 - 2023,All,13013,1 to 4,1 to 4,"GA, Barrow County"
"GA, Bryan",2010 - 2023,All,13029,1 to 4,1 to 4,"GA, Bryan County"
"GA, Bulloch",2010 - 2023,All,13031,1 to 4,1 to 4,"GA, Bulloch County"
"GA, Carroll",2010 - 2023,All,13045,1 to 4,1 to 4,"GA, Carroll County"
"GA, Chatham",2010 - 2023,All,13051,1 to 4,1 to 4,"GA, Chatham County"
"GA, Cherokee",2010 - 2023,All,13057,1 to 4,1 to 4,"GA, Cherokee County"
"GA, Clarke",2010 - 2023,All,13059,1 to 4,1 to 4,"GA, Clarke County"
"GA, Clayton",2010 - 2023,All,13063,1 to 4,1 to 4,"GA, Clayton County"
"GA, Columbia",2010 - 2023,All,13073,1 to 4,1 to 4,"GA, Columbia County"
"GA, Coweta",2010 - 2023,All,13077,1 to 4,1 to 4,"GA, Coweta County"
"GA, Douglas",2010 - 2023,All,13097,1 to 4,1 to 4,"GA, Douglas County"
"GA, Effingham",2010 - 2023,All,13103,1 to 4,1 to 4,"GA, Effingham County"
"GA, Fannin",2010 - 2023,All,13111,1 to 4,1 to 4,"GA, Fannin County"
"GA, Fayette",2010 - 2023,All,13113,1 to 4,1 to 4,"GA, Fayette County"
"GA, Forsyth",2010 - 2023,All,13117,1 to 4,1 to 4,"GA, Forsyth County"
"GA, Glynn",2010 - 2023,All,13127,1 to 4,1 to 4,"GA, Glynn County"
"GA, Lowndes",2010 - 2023,All,13185,1 to 4,1 to 4,"GA, Lowndes County"
"GA, Lumpkin",2010 - 2023,All,13187,1 to 4,1 to 4,"GA, Lumpkin County"
"GA, Muscogee",2010 - 2023,All,13215,1 to 4,1 to 4,"GA, Muscogee County"
"GA, Oconee",2010 - 2023,All,13219,1 to 4,1 to 4,"GA, Oconee County"
"GA, Paulding",2010 - 2023,All,13223,1 to 4,1 to 4,"GA, Paulding County"
"GA, Schley",2010 - 2023,All,13249,1 to 4,1 to 4,"GA, Schley County"
"GA, Walton",2010 - 2023,All,13297,1 to 4,1 to 4,"GA, Walton County"
"ID, Blaine",2010 - 2023,All,16013,1 to 4,1 to 4,"ID, Blaine County"
"ID, Bonner",2010 - 2023,All,16017,1 to 4,1 to 4,"ID, Bonner County"
"ID, Bonneville",2010 - 2023,All,16019,1 to 4,1 to 4,"ID, Bonneville County"
"ID, Canyon",2010 - 2023,All,16027,1 to 4,1 to 4,"ID, Canyon County"
"ID, Minidoka",2010 - 2023,All,16067,1 to 4,1 to 4,"ID, Minidoka County"
"ID, Teton",2010 - 2023,All,16081,1 to 4,1 to 4,"ID, Teton County"
"IL, Bureau",2010 - 2023,All,17011,1 to 4,1 to 4,"IL, Bureau County"
"IL, Carroll",2010 - 2023,All,17015,1 to 4,1 to 4,"IL, Carroll County"
"IL, Grundy",2010 - 2023,All,17063,1 to 4,1 to 4,"IL, Grundy County"
"IL, Jackson",2010 - 2023,All,17077,1 to 4,1 to 4,"IL, Jackson County"
"IL, Johnson",2010 - 2023,All,17087,1 to 4,1 to 4,"IL, Johnson County"
"IL, Knox",2010 - 2023,All,17095,1 to 4,1 to 4,"IL, Knox County"
"IL, La Salle",2010 - 2023,All,17099,1 to 4,1 to 4,"IL, LaSalle County"
"IL, Mchenry",2010 - 2023,All,17111,1 to 4,1 to 4,"IL, McHenry County"
"IL, Mclean",2010 - 2023,All,17113,1 to 4,1 to 4,"IL, McLean County"
"IL, Macon",2010 - 2023,All,17115,1 to 4,1 to 4,"IL, Macon County"
"IL, Madison",2010 - 2023,All,17119,1 to 4,1 to 4,"IL, Madison County"
"IL, Moultrie",2010 - 2023,All,17139,1 to 4,1 to 4,"IL, Moultrie County"
"IL, Ogle",2010 - 2023,All,17141,1 to 4,1 to 4,"IL, Ogle County"
"IL, Peoria",2010 - 2023,All,17143,1 to 4,1 to 4,"IL, Peoria County"
"IL, Randolph",2010 - 2023,All,17157,1 to 4,1 to 4,"IL, Randolph County"
"IL, St Clair",2010 - 2023,All,17163,1 to 4,1 to 4,"IL, St. Clair County"
"IL, Sangamon",2010 - 2023,All,17167,1 to 4,1 to 4,"IL, Sangamon County"
"IL, Shelby",2010 - 2023,All,17173,1 to 4,1 to 4,"IL, Shelby County"
"IL, Wabash",2010 - 2023,All,17185,1 to 4,1 to 4,"IL, Wabash County"
"IL, Winnebago",2010 - 2023,All,17201,1 to 4,1 to 4,"IL, Winnebago County"
"IN, Allen",2010 - 2023,All,18003,1 to 4,1 to 4,"IN, Allen County"
"IN, Bartholomew",2010 - 2023,All,18005,1 to 4,1 to 4,"IN, Bartholomew County"
"IN, Boone",2010 - 2023,All,18011,1 to 4,1 to 4,"IN, Boone County"
"IN, Brown",2010 - 2023,All,18013,1 to 4,1 to 4,"IN, Brown County"
"IN, Clark",2010 - 2023,All,18019,1 to 4,1 to 4,"IN, Clark County"
"IN, Dearborn",2010 - 2023,All,18029,1 to 4,1 to 4,"IN, Dearborn County"
"IN, Delaware",2010 - 2023,All,18035,1 to 4,1 to 4,"IN, Delaware County"
"IN, Elkhart",2010 - 2023,All,18039,1 to 4,1 to 4,"IN, Elkhart County"
"IN, Fulton",2010 - 2023,All,18049,1 to 4,1 to 4,"IN, Fulton County"
"IN, Greene",2010 - 2023,All,18055,1 to 4,1 to 4,"IN, Greene County"
"IN, Hendricks",2010 - 2023,All,18063,1 to 4,1 to 4,"IN, Hendricks County"
"IN, Howard",2010 - 2023,All,18067,1 to 4,1 to 4,"IN, Howard County"
"IN, Huntington",2010 - 2023,All,18069,1 to 4,1 to 4,"IN, Huntington County"
